image,psnr,ssim,lpips
Component_36/Component_36_with_bg_4.png,18.6014,0.9115,0.1209
Component_36/Component_36_with_bg_5.png,20.7359,0.9383,0.0815
Component_37/Component_37_with_bg_3.png,20.6535,0.9462,0.1093
Component_37/Component_37_with_bg_4.png,18.3792,0.9088,0.1222
Component_37/Component_37_with_bg_5.png,20.8974,0.9397,0.0910
Component_38/Component_38_with_bg_0.png,15.2718,0.5791,0.3225
Component_38/Component_38_with_bg_1.png,21.9480,0.9407,0.1123
Component_38/Component_38_with_bg_2.png,16.2343,0.6576,0.2659
Component_38/Component_38_with_bg_3.png,13.1345,0.6437,0.3165
Component_38/Component_38_with_bg_4.png,22.6776,0.9670,0.0941
Component_38/Component_38_with_bg_5.png,13.4061,0.8070,0.2335
Component_39/Component_39_with_bg_0.png,49.3831,0.9031,0.0013
Component_39/Component_39_with_bg_3.png,51.5800,0.9443,0.0016
Component_39/Component_39_with_bg_4.png,16.3158,0.7917,0.4676
Component_39/Component_39_with_bg_5.png,15.4478,0.7724,0.1583
Component_4/Component_4_with_bg_0.png,19.2763,0.8297,0.1872
Component_4/Component_4_with_bg_1.png,18.5898,0.7923,0.2635
Component_4/Component_4_with_bg_3.png,24.8659,0.9637,0.1411
Component_4/Component_4_with_bg_4.png,28.7816,0.9794,0.0981
Component_4/Component_4_with_bg_5.png,21.1083,0.9407,0.1440
Component_40/Component_40_with_bg_0.png,55.9673,0.9790,0.0003
Component_40/Component_40_with_bg_3.png,55.8751,0.9783,0.0001
Component_40/Component_40_with_bg_4.png,15.1630,0.7327,0.4728
Component_40/Component_40_with_bg_5.png,11.9337,0.7096,0.2381
Component_41/Component_41_with_bg_0.png,57.7719,0.9864,0.0002
Component_41/Component_41_with_bg_3.png,57.8214,0.9866,0.0001
Component_41/Component_41_with_bg_4.png,15.3626,0.7428,0.4648
Component_41/Component_41_with_bg_5.png,11.8065,0.7047,0.2414
Component_42/Component_42_with_bg_0.png,57.9421,0.9868,0.0002
Component_42/Component_42_with_bg_3.png,57.4834,0.9853,0.0001
Component_42/Component_42_with_bg_4.png,15.7444,0.7668,0.4977
Component_42/Component_42_with_bg_5.png,14.8898,0.7608,0.1595
Component_43/Component_43_with_bg_0.png,57.5404,0.9855,0.0002
Component_43/Component_43_with_bg_3.png,57.8424,0.9867,0.0001
Component_43/Component_43_with_bg_4.png,16.2139,0.7887,0.4887
Component_43/Component_43_with_bg_5.png,15.3280,0.7679,0.1580
Component_44/Component_44_with_bg_0.png,57.6892,0.9861,0.0002
Component_44/Component_44_with_bg_3.png,58.0066,0.9872,0.0001
Component_44/Component_44_with_bg_4.png,14.6986,0.7039,0.4743
Component_44/Component_44_with_bg_5.png,14.1103,0.7461,0.1839
Component_45/Component_45_with_bg_0.png,58.6987,0.9893,0.0002
Component_45/Component_45_with_bg_3.png,58.5259,0.9887,0.0001
Component_45/Component_45_with_bg_4.png,15.5577,0.7746,0.4559
Component_45/Component_45_with_bg_5.png,15.4050,0.7707,0.1610
Component_46/Component_46_with_bg_0.png,49.9501,0.9401,0.0007
Component_46/Component_46_with_bg_3.png,53.2752,0.9717,0.0008
Component_46/Component_46_with_bg_4.png,16.1401,0.7922,0.4831
Component_46/Component_46_with_bg_5.png,14.9054,0.7595,0.1618
Component_47/Component_47_with_bg_0.png,51.3174,0.9550,0.0011
Component_47/Component_47_with_bg_3.png,52.9052,0.9690,0.0007
Component_47/Component_47_with_bg_4.png,14.7987,0.7102,0.4690
Component_47/Component_47_with_bg_5.png,14.3296,0.7511,0.1847
Component_48/Component_48_with_bg_0.png,49.3660,0.9312,0.0006
Component_48/Component_48_with_bg_3.png,50.2919,0.9448,0.0005
Component_48/Component_48_with_bg_4.png,16.3099,0.7911,0.4819
Component_48/Component_48_with_bg_5.png,15.2413,0.7651,0.1611
Component_49/Component_49_with_bg_0.png,49.1357,0.9284,0.0005
Component_49/Component_49_with_bg_3.png,50.0749,0.9426,0.0004
Component_49/Component_49_with_bg_4.png,14.7747,0.7234,0.4588
Component_49/Component_49_with_bg_5.png,14.4674,0.7501,0.1799
Component_5/Component_5_with_bg_0.png,17.1452,0.7976,0.2331
Component_5/Component_5_with_bg_1.png,17.0541,0.7543,0.2735
Component_5/Component_5_with_bg_3.png,28.5080,0.9733,0.1192
Component_5/Component_5_with_bg_4.png,28.1329,0.9797,0.1047
Component_5/Component_5_with_bg_5.png,24.9841,0.9627,0.1229
Component_50/Component_50_with_bg_0.png,46.4318,0.8899,0.0010
Component_50/Component_50_with_bg_3.png,49.2359,0.9314,0.0003
Component_50/Component_50_with_bg_4.png,15.8677,0.7838,0.4864
Component_50/Component_50_with_bg_5.png,14.7717,0.7579,0.1613
Component_51/Component_51_with_bg_0.png,62.5712,0.9975,0.0003
Component_51/Component_51_with_bg_1.png,16.2641,0.7838,0.4518
Component_51/Component_51_with_bg_3.png,61.6719,0.9949,0.0001
Component_51/Component_51_with_bg_4.png,15.2465,0.7644,0.4379
Component_51/Component_51_with_bg_5.png,15.6921,0.7727,0.1542
Component_52/Component_52_with_bg_0.png,61.5293,0.9957,0.0002
Component_52/Component_52_with_bg_1.png,14.9148,0.7500,0.4306
Component_52/Component_52_with_bg_3.png,62.0288,0.9954,0.0001
Component_52/Component_52_with_bg_4.png,15.0712,0.7471,0.4524
Component_52/Component_52_with_bg_5.png,15.6127,0.7750,0.1500
Component_53/Component_53_with_bg_0.png,61.7490,0.9961,0.0001
Component_53/Component_53_with_bg_1.png,15.5540,0.7581,0.4514
Component_53/Component_53_with_bg_3.png,61.5522,0.9950,0.0001
Component_53/Component_53_with_bg_4.png,15.4535,0.7586,0.4531
Component_53/Component_53_with_bg_5.png,12.0357,0.6958,0.2348
Component_54/Component_54_with_bg_0.png,59.1604,0.9931,0.0003
Component_54/Component_54_with_bg_1.png,16.2465,0.8046,0.4541
Component_54/Component_54_with_bg_3.png,62.7562,0.9966,0.0001
Component_54/Component_54_with_bg_4.png,16.3477,0.8099,0.4582
Component_54/Component_54_with_bg_5.png,15.5741,0.7573,0.1540
Component_55/Component_55_with_bg_0.png,51.4858,0.9603,0.0012
Component_55/Component_55_with_bg_1.png,16.4523,0.7938,0.4567
Component_55/Component_55_with_bg_3.png,53.9687,0.9758,0.0007
Component_55/Component_55_with_bg_4.png,15.8644,0.7979,0.4517
Component_55/Component_55_with_bg_5.png,15.5326,0.7559,0.1575
Component_56/Component_56_with_bg_0.png,48.2902,0.8714,0.0002
Component_56/Component_56_with_bg_3.png,49.5687,0.9074,0.0015
Component_56/Component_56_with_bg_4.png,14.8924,0.7285,0.4368
Component_56/Component_56_with_bg_5.png,15.0302,0.7667,0.1518
Component_57/Component_57_with_bg_0.png,48.6357,0.8825,0.0009
Component_57/Component_57_with_bg_3.png,48.7635,0.8866,0.0012
Component_57/Component_57_with_bg_4.png,14.6979,0.7306,0.4355
Component_57/Component_57_with_bg_5.png,15.3251,0.8132,0.1526
Component_58/Component_58_with_bg_0.png,49.2420,0.8993,0.0013
Component_58/Component_58_with_bg_3.png,48.6184,0.8819,0.0008
Component_58/Component_58_with_bg_4.png,15.8264,0.7838,0.4675
Component_58/Component_58_with_bg_5.png,15.3129,0.7901,0.1469
Component_59/Component_59_with_bg_0.png,48.2425,0.8701,0.0002
Component_59/Component_59_with_bg_3.png,48.2865,0.8721,0.0003
Component_59/Component_59_with_bg_4.png,16.1676,0.7640,0.4496
Component_59/Component_59_with_bg_5.png,15.4288,0.7957,0.1534
Component_6/Component_6_with_bg_0.png,21.0756,0.8670,0.1603
Component_6/Component_6_with_bg_1.png,20.2230,0.8267,0.2417
Component_6/Component_6_with_bg_3.png,25.0342,0.9592,0.1180
Component_6/Component_6_with_bg_4.png,27.5877,0.9753,0.0935
Component_6/Component_6_with_bg_5.png,28.1149,0.9739,0.1167
Component_60/Component_60_with_bg_0.png,48.3705,0.8741,0.0003
Component_60/Component_60_with_bg_3.png,48.7936,0.8882,0.0012
Component_60/Component_60_with_bg_4.png,15.2680,0.7394,0.4541
Component_60/Component_60_with_bg_5.png,15.2907,0.7281,0.1511
Component_61/Component_61_with_bg_0.png,48.3785,0.8745,0.0008
Component_61/Component_61_with_bg_3.png,48.4658,0.8775,0.0006
Component_61/Component_61_with_bg_4.png,14.7931,0.7175,0.4544
Component_61/Component_61_with_bg_5.png,11.9494,0.7120,0.2349
Component_62/Component_62_with_bg_0.png,48.3672,0.8742,0.0006
Component_62/Component_62_with_bg_3.png,49.2418,0.9003,0.0019
Component_62/Component_62_with_bg_4.png,14.2883,0.6977,0.4572
Component_62/Component_62_with_bg_5.png,14.7888,0.6902,0.1598
Component_63/Component_63_with_bg_0.png,48.5357,0.8795,0.0009
Component_63/Component_63_with_bg_3.png,48.7153,0.8853,0.0011
Component_63/Component_63_with_bg_4.png,15.2220,0.7481,0.4876
Component_63/Component_63_with_bg_5.png,14.8878,0.7296,0.1539
Component_64/Component_64_with_bg_0.png,48.2583,0.8703,0.0003
Component_64/Component_64_with_bg_3.png,48.2816,0.8709,0.0001
Component_64/Component_64_with_bg_4.png,15.2125,0.7652,0.4808
Component_64/Component_64_with_bg_5.png,15.2997,0.7798,0.1510
Component_65/Component_65_with_bg_0.png,48.2584,0.8702,0.0002
Component_65/Component_65_with_bg_3.png,48.3063,0.8718,0.0002
Component_65/Component_65_with_bg_4.png,14.1205,0.6887,0.4656
Component_65/Component_65_with_bg_5.png,13.9030,0.7447,0.1851
Component_66/Component_66_with_bg_0.png,48.1921,0.8682,0.0001
Component_66/Component_66_with_bg_3.png,48.4100,0.8753,0.0003
Component_66/Component_66_with_bg_4.png,15.3598,0.7484,0.4818
Component_66/Component_66_with_bg_5.png,14.9090,0.7610,0.1510
Component_67/Component_67_with_bg_0.png,48.1872,0.8678,0.0001
Component_67/Component_67_with_bg_3.png,48.3017,0.8715,0.0001
Component_67/Component_67_with_bg_4.png,14.2769,0.7144,0.4559
Component_67/Component_67_with_bg_5.png,14.9488,0.7609,0.1562
Component_68/Component_68_with_bg_0.png,48.1506,0.8672,0.0001
Component_68/Component_68_with_bg_3.png,48.2790,0.8709,0.0002
Component_68/Component_68_with_bg_4.png,14.1268,0.6958,0.4558
Component_68/Component_68_with_bg_5.png,15.1906,0.7599,0.1565
Component_69/Component_69_with_bg_0.png,48.1175,0.8667,0.0001
Component_69/Component_69_with_bg_3.png,48.2545,0.8705,0.0006
Component_69/Component_69_with_bg_4.png,15.0054,0.7574,0.4858
Component_69/Component_69_with_bg_5.png,15.1460,0.7766,0.1602
Component_7/Component_7_with_bg_0.png,20.9017,0.7076,0.2811
Component_7/Component_7_with_bg_1.png,23.6024,0.9703,0.0257
Component_7/Component_7_with_bg_3.png,20.6753,0.7406,0.2882
Component_70/Component_70_with_bg_0.png,48.1586,0.8674,0.0001
Component_70/Component_70_with_bg_3.png,48.3177,0.8720,0.0002
Component_70/Component_70_with_bg_4.png,15.1877,0.7433,0.4742
Component_70/Component_70_with_bg_5.png,15.1744,0.7645,0.1563
Component_71/Component_71_with_bg_0.png,48.6054,0.8816,0.0004
Component_71/Component_71_with_bg_3.png,48.3135,0.8721,0.0002
Component_71/Component_71_with_bg_4.png,15.4031,0.7657,0.4708
Component_71/Component_71_with_bg_5.png,15.2279,0.7666,0.1551
Component_72/Component_72_with_bg_0.png,49.0463,0.8944,0.0006
Component_72/Component_72_with_bg_3.png,48.4113,0.8751,0.0003
Component_72/Component_72_with_bg_4.png,14.8403,0.7422,0.4741
Component_72/Component_72_with_bg_5.png,11.8093,0.6722,0.2415
Component_73/Component_73_with_bg_0.png,38.0156,0.9131,0.0114
Component_73/Component_73_with_bg_1.png,15.2665,0.7680,0.4645
Component_73/Component_73_with_bg_3.png,36.3776,0.9512,0.0215
Component_73/Component_73_with_bg_4.png,15.3451,0.7933,0.4622
Component_73/Component_73_with_bg_5.png,15.1150,0.7653,0.1505
Component_74/Component_74_with_bg_0.png,36.0704,0.8898,0.0123
Component_74/Component_74_with_bg_3.png,36.3451,0.9417,0.0223
Component_74/Component_74_with_bg_4.png,15.1917,0.7850,0.4631
Component_74/Component_74_with_bg_5.png,15.0640,0.7594,0.1542
Component_75/Component_75_with_bg_0.png,49.6577,0.9072,0.0007
Component_75/Component_75_with_bg_3.png,48.4533,0.8769,0.0007
Component_75/Component_75_with_bg_4.png,15.5794,0.7491,0.4520
Component_75/Component_75_with_bg_5.png,15.2880,0.7293,0.1554
Component_76/Component_76_with_bg_0.png,48.3294,0.8733,0.0004
Component_76/Component_76_with_bg_3.png,48.3895,0.8755,0.0004
Component_76/Component_76_with_bg_4.png,14.9357,0.6961,0.4628
Component_76/Component_76_with_bg_5.png,15.2606,0.6930,0.1496
Component_77/Component_77_with_bg_0.png,48.4145,0.8768,0.0004
Component_77/Component_77_with_bg_3.png,48.4486,0.8792,0.0009
Component_77/Component_77_with_bg_4.png,15.2987,0.7159,0.4655
Component_77/Component_77_with_bg_5.png,15.2717,0.7138,0.1499
Component_78/Component_78_with_bg_0.png,49.0016,0.8936,0.0007
Component_78/Component_78_with_bg_3.png,48.3172,0.8805,0.0033
Component_78/Component_78_with_bg_4.png,15.4558,0.7249,0.4454
Component_78/Component_78_with_bg_5.png,15.3820,0.7869,0.1538
Component_79/Component_79_with_bg_0.png,50.8548,0.9398,0.0020
Component_79/Component_79_with_bg_3.png,48.2469,0.8911,0.0077
Component_79/Component_79_with_bg_4.png,16.4115,0.7439,0.4348
Component_79/Component_79_with_bg_5.png,15.8053,0.7633,0.1532
Component_8/Component_8_with_bg_0.png,21.7017,0.6991,0.2611
Component_8/Component_8_with_bg_1.png,24.7423,0.9719,0.0200
Component_8/Component_8_with_bg_2.png,32.1712,0.9683,0.0416
Component_8/Component_8_with_bg_4.png,20.5425,0.7238,0.2595
Component_80/Component_80_with_bg_0.png,40.2988,0.5522,0.0017
Component_80/Component_80_with_bg_3.png,41.3794,0.6210,0.0012
Component_80/Component_80_with_bg_5.png,15.6335,0.6972,0.1555
Component_81/Component_81_with_bg_3.png,28.3370,0.8999,0.0350
Component_81/Component_81_with_bg_5.png,15.6671,0.7374,0.1597
Component_82/Component_82_with_bg_3.png,27.8086,0.8935,0.0341
Component_82/Component_82_with_bg_5.png,15.7210,0.7301,0.1600
Component_83/Component_83_with_bg_3.png,27.0016,0.8844,0.0373
Component_83/Component_83_with_bg_5.png,15.6228,0.7095,0.1579
Component_84/Component_84_with_bg_3.png,27.5243,0.6792,0.0390
Component_84/Component_84_with_bg_4.png,14.7188,0.6961,0.4877
Component_84/Component_84_with_bg_5.png,15.1665,0.7383,0.1635
Component_85/Component_85_with_bg_3.png,26.5322,0.8784,0.0345
Component_85/Component_85_with_bg_4.png,15.1047,0.6999,0.4551
Component_85/Component_85_with_bg_5.png,15.4588,0.7108,0.1560
Component_86/Component_86_with_bg_0.png,11.7986,0.0703,0.4829
Component_86/Component_86_with_bg_3.png,13.0274,0.1482,0.4239
Component_86/Component_86_with_bg_4.png,12.2213,0.6755,0.3124
Component_86/Component_86_with_bg_5.png,15.5309,0.7273,0.3097
Component_87/Component_87_with_bg_0.png,10.7058,0.0576,0.5425
Component_87/Component_87_with_bg_4.png,13.8568,0.7009,0.2666
Component_87/Component_87_with_bg_5.png,11.6916,0.5987,0.3334
Component_88/Component_88_with_bg_0.png,9.7342,0.0904,0.5252
Component_88/Component_88_with_bg_3.png,9.9325,0.1233,0.5372
Component_88/Component_88_with_bg_4.png,12.4767,0.6630,0.2689
Component_89/Component_89_with_bg_1.png,16.4143,0.6855,0.2892
Component_89/Component_89_with_bg_2.png,13.6239,0.6750,0.2911
Component_89/Component_89_with_bg_3.png,18.5623,0.8045,0.3709
Component_89/Component_89_with_bg_4.png,10.4128,0.3709,0.3843
Component_89/Component_89_with_bg_5.png,20.9419,0.9442,0.0750
Component_9/Component_9_with_bg_0.png,20.6002,0.7277,0.2526
Component_9/Component_9_with_bg_1.png,24.8857,0.9740,0.0194
Component_9/Component_9_with_bg_2.png,25.6802,0.8567,0.3170
Component_9/Component_9_with_bg_3.png,18.9879,0.8276,0.1656
Component_9/Component_9_with_bg_4.png,20.5281,0.9368,0.0452
Component_9/Component_9_with_bg_5.png,26.4107,0.8543,0.3131
Component_90/Component_90_with_bg_1.png,16.3541,0.6806,0.2972
Component_90/Component_90_with_bg_2.png,13.6420,0.6756,0.2893
Component_90/Component_90_with_bg_3.png,12.6513,0.5784,0.4649
Component_90/Component_90_with_bg_4.png,15.2867,0.7137,0.2903
Component_90/Component_90_with_bg_5.png,14.5692,0.6837,0.2582
Component_91/Component_91_with_bg_5.png,20.1668,0.0833,0.1906
Component_92/Component_92_with_bg_3.png,10.7851,0.0607,0.4762
Component_92/Component_92_with_bg_5.png,17.0724,0.0908,0.2895
Component_93/Component_93_with_bg_0.png,12.4698,0.0426,0.4533
Component_93/Component_93_with_bg_3.png,11.7586,0.0773,0.4394
Component_93/Component_93_with_bg_5.png,22.4900,0.1397,0.1250
Component_94/Component_94_with_bg_0.png,11.9786,0.0370,0.4658
Component_94/Component_94_with_bg_2.png,77.1211,1.0000,0.0001
Component_94/Component_94_with_bg_3.png,11.1620,0.0724,0.4520
Component_94/Component_94_with_bg_5.png,90.6835,1.0000,0.0000
Component_95/Component_95_with_bg_0.png,11.9319,0.0592,0.4812
Component_95/Component_95_with_bg_3.png,11.1997,0.0852,0.4673
Component_95/Component_95_with_bg_5.png,20.6394,0.1719,0.2124
Component_96/Component_96_with_bg_0.png,11.8784,0.0664,0.4761
Component_96/Component_96_with_bg_3.png,11.1132,0.0858,0.4594
Component_96/Component_96_with_bg_5.png,20.0419,0.1635,0.1977
Component_97/Component_97_with_bg_0.png,11.7571,0.0701,0.4887
Component_97/Component_97_with_bg_3.png,11.1623,0.0993,0.4626
Component_97/Component_97_with_bg_5.png,20.5644,0.1540,0.2050
Component_98/Component_98_with_bg_0.png,11.7109,0.0803,0.4811
Component_98/Component_98_with_bg_3.png,11.1099,0.0996,0.4574
Component_98/Component_98_with_bg_5.png,19.9066,0.1599,0.2061
Component_99/Component_99_with_bg_2.png,83.5235,1.0000,0.0000
Component_99/Component_99_with_bg_3.png,10.5730,0.0802,0.4671
Component_99/Component_99_with_bg_5.png,97.6732,1.0000,0.0000
Instance/Instance_with_bg_0.png,18.4506,0.7317,0.3479
Instance/Instance_with_bg_1.png,15.9705,0.6851,0.4084
Instance/Instance_with_bg_2.png,19.8724,0.7550,0.3817
Instance/Instance_with_bg_3.png,24.1125,0.7906,0.2820
Instance/Instance_with_bg_4.png,24.3149,0.9548,0.0669
model_02979285b21a6d64e7ac185e0c62abfc_0/model_02979285b21a6d64e7ac185e0c62abfc_0_with_bg_0.png,27.1590,0.9318,0.1493
model_02979285b21a6d64e7ac185e0c62abfc_0/model_02979285b21a6d64e7ac185e0c62abfc_0_with_bg_1.png,15.9823,0.7245,0.3127
model_02979285b21a6d64e7ac185e0c62abfc_0/model_02979285b21a6d64e7ac185e0c62abfc_0_with_bg_2.png,21.8421,0.9093,0.2046
model_02979285b21a6d64e7ac185e0c62abfc_0/model_02979285b21a6d64e7ac185e0c62abfc_0_with_bg_5.png,18.4680,0.7438,0.2635
model_02b12d2f94e16644eb5b75b082ed6764_0/model_02b12d2f94e16644eb5b75b082ed6764_0_with_bg_1.png,19.6340,0.7853,0.3558
model_02b12d2f94e16644eb5b75b082ed6764_0/model_02b12d2f94e16644eb5b75b082ed6764_0_with_bg_4.png,19.2281,0.7371,0.3749
model_03329c4db5bcb410d1967c31d4a35264_0/model_03329c4db5bcb410d1967c31d4a35264_0_with_bg_2.png,12.3433,0.5373,0.5359
model_05030d6a7abee766ddd3b1f13ba0f985_0/model_05030d6a7abee766ddd3b1f13ba0f985_0_with_bg_2.png,20.4733,0.8554,0.2039
model_0515424cf5e8c0043cebb3f6931e8e44_0/model_0515424cf5e8c0043cebb3f6931e8e44_0_with_bg_1.png,14.0433,0.4712,0.6584
model_0515424cf5e8c0043cebb3f6931e8e44_0/model_0515424cf5e8c0043cebb3f6931e8e44_0_with_bg_2.png,20.9373,0.8210,0.2837
model_0515424cf5e8c0043cebb3f6931e8e44_0/model_0515424cf5e8c0043cebb3f6931e8e44_0_with_bg_4.png,18.2056,0.8420,0.3297
model_0515424cf5e8c0043cebb3f6931e8e44_0/model_0515424cf5e8c0043cebb3f6931e8e44_0_with_bg_5.png,15.3932,0.7150,0.2865
model_067da7d7cc53dded9ba5eccbfd837c4a_0/model_067da7d7cc53dded9ba5eccbfd837c4a_0_with_bg_0.png,16.5631,0.9123,0.1008
model_067da7d7cc53dded9ba5eccbfd837c4a_0/model_067da7d7cc53dded9ba5eccbfd837c4a_0_with_bg_1.png,19.5106,0.5873,0.2623
model_067da7d7cc53dded9ba5eccbfd837c4a_0/model_067da7d7cc53dded9ba5eccbfd837c4a_0_with_bg_2.png,24.0539,0.9177,0.1477
model_067da7d7cc53dded9ba5eccbfd837c4a_0/model_067da7d7cc53dded9ba5eccbfd837c4a_0_with_bg_5.png,16.5954,0.7528,0.2446
model_077bbc5bca0bcbc588b96eaf0792c5a2_0/model_077bbc5bca0bcbc588b96eaf0792c5a2_0_with_bg_1.png,22.2057,0.9362,0.1565
model_077bbc5bca0bcbc588b96eaf0792c5a2_0/model_077bbc5bca0bcbc588b96eaf0792c5a2_0_with_bg_2.png,24.9807,0.7615,0.2460
model_077bbc5bca0bcbc588b96eaf0792c5a2_0/model_077bbc5bca0bcbc588b96eaf0792c5a2_0_with_bg_4.png,20.3864,0.6791,0.2717
